Manufacturer,Model,Description,Price,Rating,no. of reviews,url
2021,Newest Acer Aspire 5 Slim Laptop 156 FHD IPS Display AMD QuadCore Ryzen 3 3350U Processor 8GB DDR4 RAM 256 GB PCIe NVMe SSD Intel WiFi 6 Backlit KB Fingerprint Reader Win10 Home ,2021 Newest Acer Aspire 5 Slim Laptop 156 FHD IPS Display AMD QuadCore Ryzen 3 3350U Processor 8GB DDR4 RAM 256 GB PCIe NVMe SSD Intel WiFi 6 Backlit KB Fingerprint Reader Win10 Home ,$519.99,4.4 out of 5 stars,42,https://www.amazon.com/Acer-Aspire-Computer-Graphics-Keyboard/dp/B08WX9M8GP/ref=sr_1_15?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-15&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
HP,Envy 17t High Performance Laptop 173 Full HD Touchscreen Intel Core i71165G7 Processor Intel Iris Xe Graphics 32GB RAM 1TB SSD Backlit Keyboard WiFi 6 Windows 11 Home ,HP Envy 17t High Performance Laptop 173 Full HD Touchscreen Intel Core i71165G7 Processor Intel Iris Xe Graphics 32GB RAM 1TB SSD Backlit Keyboard WiFi 6 Windows 11 Home ,"$1,379.99",4.6 out of 5 stars,46,https://www.amazon.com/HP-Performance-Touchscreen-i7-1165G7-Processor/dp/B091VBL2C9/ref=sr_1_16?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-16&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
Acer,Swift 3 Thin  Light Laptop  14 Full HD IPS 100 sRGB Display  AMD Ryzen 7 5700U OctaCore Processor  8GB LPDDR4X  512GB NVMe SSD  WiFi 6  Backlit KB  FPR  Amazon Alexa  SF31443R2YY ,Acer Swift 3 Thin  Light Laptop  14 Full HD IPS 100 sRGB Display  AMD Ryzen 7 5700U OctaCore Processor  8GB LPDDR4X  512GB NVMe SSD  WiFi 6  Backlit KB  FPR  Amazon Alexa  SF31443R2YY ,$715.00,4.6 out of 5 stars,65,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A039059630ZS0EF51PHHN&url=%2FAcer-Display-Octa-Core-Processor-SF314-43-R2YY%2Fdp%2FB08YD1JLJF%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951895%26sr%3D8-17-spons%26psc%3D1&qualifier=1635951895&id=7745219053137011&widgetName=sp_mtf
ASUS,VivoBook 17 K712EA Thin and Light Laptop 173 FHD Display Intel Core i71165G7 16GB DDR4 RAM 1TB PCIe SSD Windows 10 Home Fingerprint Transparent Silver K712EADS76 ,ASUS VivoBook 17 K712EA Thin and Light Laptop 173 FHD Display Intel Core i71165G7 16GB DDR4 RAM 1TB PCIe SSD Windows 10 Home Fingerprint Transparent Silver K712EADS76 ,"$1,029.00",4.5 out of 5 stars,27,https://www.amazon.com/ASUS-i7-1165G7-Fingerprint-Transparent-K712EA-DS76/dp/B094K27CSY/ref=sr_1_18?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-18&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
2021,Newest Dell Inspiron 156 HD Laptop Intel 4205U Processor 12GB DDR4 RAM 1TB HDD Online Class Ready Webcam WiFi HDMI Bluetooth Win10 Home ,2021 Newest Dell Inspiron 156 HD Laptop Intel 4205U Processor 12GB DDR4 RAM 1TB HDD Online Class Ready Webcam WiFi HDMI Bluetooth Win10 Home ,$539.00,4.3 out of 5 stars,328,https://www.amazon.com/Newest-Dell-Inspiron-Processor-Bluetooth/dp/B08RSQ8V8J/ref=sr_1_19?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-19&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
Lenovo,IdeaPad 3 156 HD 1366x768 Touchscreen Laptop Intel Core i510210U 16GHz 8GB RAM 512GB SSD Windows 10 Home Abyss Blue ,Lenovo IdeaPad 3 156 HD 1366x768 Touchscreen Laptop Intel Core i510210U 16GHz 8GB RAM 512GB SSD Windows 10 Home Abyss Blue ,$655.00,4.5 out of 5 stars,28,https://www.amazon.com/Lenovo-IdeaPad-1366x768-Touchscreen-i5-10210U/dp/B091KHLNWY/ref=sr_1_20?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-20&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
2021,HP Newest Premium Laptop Computer 173 Full HD 1080P IPS Screen 11th Gen Intel Core i51135G7Beat i71065G7 16GB RAM 1TB SSD HDMI WiFi Webcam Zoom Windows 10  VAATE HDMI Cable ,2021 HP Newest Premium Laptop Computer 173 Full HD 1080P IPS Screen 11th Gen Intel Core i51135G7Beat i71065G7 16GB RAM 1TB SSD HDMI WiFi Webcam Zoom Windows 10  VAATE HDMI Cable ,$899.99,4.4 out of 5 stars,35,https://www.amazon.com/HP-Laptop-Computer-i5-1135G7-i7-1065G7/dp/B099LHZF8T/ref=sr_1_21?dchild=1&keywords=laptops&qid=1635951895&qsid=131-5339868-5439711&sr=8-21&sres=B09GP88NBY%2CB08VKNVDDR%2CB09CF4VV9J%2CB091V3XHD3%2CB094L3BYRP%2CB089S9N86P%2CB096CZCN7Z%2CB093Z22QJ4%2CB09HJRRJX5%2CB08B9T6Y8V%2CB08WX9M8GP%2CB091VBL2C9%2CB094K27CSY%2CB08RSQ8V8J%2CB091KHLNWY%2CB099LHZF8T&srpt=NOTEBOOK_COMPUTER
Lenovo,Chromebook Flex 3 11 Laptop 116Inch HD 1366 x 768 IPS Display MediaTek MT8173C Processor 4GB LPDDR3 64 GB eMMC Chrome OS 82HG0006US Blizzard White ,Lenovo Chromebook Flex 3 11 Laptop 116Inch HD 1366 x 768 IPS Display MediaTek MT8173C Processor 4GB LPDDR3 64 GB eMMC Chrome OS 82HG0006US Blizzard White ,$189.99,3.9 out of 5 stars,586,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08139832WE3YGGTUT5Z0&url=%2FLenovo-Chromebook-11-6-Inch-Processor-82HG0006US%2Fdp%2FB08T6N424Z%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951895%26sr%3D8-22-spons%26psc%3D1&qualifier=1635951895&id=7745219053137011&widgetName=sp_btf
2021,HP 15 Laptop AMD Ryzen 5 5500UBeat i71065G7 16GB RAM 1TB SSD 156 FHD Display Webcam for Zoom HDMI WiFi Premium Lightweight Thin Design Win 10 SFree Windows 11 Update ROKC Bundle ,2021 HP 15 Laptop AMD Ryzen 5 5500UBeat i71065G7 16GB RAM 1TB SSD 156 FHD Display Webcam for Zoom HDMI WiFi Premium Lightweight Thin Design Win 10 SFree Windows 11 Update ROKC Bundle ,$799.99,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0197371BROY5J00CMDQ&url=%2FHP-Laptop-i7-1065G7-Display-Lightweight%2Fdp%2FB09DMQ23BQ%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-17-spons%26psc%3D1&qualifier=1635951899&id=4866471349204980&widgetName=sp_atf_next
ASUS,Chromebook C223 116 HD Chromebook Laptop Intel DualCore Celeron N3350 Processor up to 24GHz 4GB RAM 32GB eMMC Storage Premium Design Grey C223NADH02 ,ASUS Chromebook C223 116 HD Chromebook Laptop Intel DualCore Celeron N3350 Processor up to 24GHz 4GB RAM 32GB eMMC Storage Premium Design Grey C223NADH02 ,$151.05,4.2 out of 5 stars,"1,064",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A056556338XAJGUQ4ROVR&url=%2FASUS-Chromebook-C223NA-DH02-Dual-Core-Processor%2Fdp%2FB07M9SN277%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-18-spons%26psc%3D1&qualifier=1635951899&id=4866471349204980&widgetName=sp_atf_next
2021,Newest HP 15 Laptop Notebook 156 FHD IPS Touchscreen i71165G7 32GB DDR4 RAM 1TB PCIe SSD Webcam USBC HDMI WiFi 6 Backlit Keyboard Fingerprint Reader Win 10 Home ,2021 Newest HP 15 Laptop Notebook 156 FHD IPS Touchscreen i71165G7 32GB DDR4 RAM 1TB PCIe SSD Webcam USBC HDMI WiFi 6 Backlit Keyboard Fingerprint Reader Win 10 Home ,"$1,219.00",4.3 out of 5 stars,78,https://www.amazon.com/HP-Notebook-Touchscreen-i7-1165G7-Fingerprint/dp/B092WBJKV2/ref=sr_1_19?dchild=1&keywords=laptops&qid=1635951899&sr=8-19
HP,14 Laptop AMD Ryzen 5 5500U 8 GB RAM 256 GB SSD Storage 14inch Full HD Display Windows 10 Home Thin  Portable MicroEdge  AntiGlare Screen Long Battery Life 14fq1021nr 2021 ,HP 14 Laptop AMD Ryzen 5 5500U 8 GB RAM 256 GB SSD Storage 14inch Full HD Display Windows 10 Home Thin  Portable MicroEdge  AntiGlare Screen Long Battery Life 14fq1021nr 2021 ,$499.00,4.4 out of 5 stars,306,https://www.amazon.com/HP-Portable-Micro-Edge-Anti-Glare-14-fq1021nr/dp/B091D9652Z/ref=sr_1_20?dchild=1&keywords=laptops&qid=1635951899&sr=8-20
ASUS,Laptop L410 Ultra Thin Laptop 14 FHD Display Intel Celeron N4020 Processor 4GB RAM 128GB Storage NumberPad Windows 10 Home in S Mode 1 Year Microsoft 365 Star Black L410MADB04 ,ASUS Laptop L410 Ultra Thin Laptop 14 FHD Display Intel Celeron N4020 Processor 4GB RAM 128GB Storage NumberPad Windows 10 Home in S Mode 1 Year Microsoft 365 Star Black L410MADB04 ,$277.53,4.5 out of 5 stars,182,https://www.amazon.com/ASUS-Processor-NumberPad-Microsoft-L410MA-DB04/dp/B09BKDKNT3/ref=sr_1_23?dchild=1&keywords=laptops&qid=1635951899&sr=8-23
Dell,Latitude 3510 Business Laptop 156 HD Screen 10th Gen Intel Core i510210U Processor 16GB RAM 512GB SSD Webcam WiFi 6 TypeC Windows 10 Pro Black ,Dell Latitude 3510 Business Laptop 156 HD Screen 10th Gen Intel Core i510210U Processor 16GB RAM 512GB SSD Webcam WiFi 6 TypeC Windows 10 Pro Black ,"$1,049.98",5.0 out of 5 stars,5,https://www.amazon.com/Dell-Latitude-Business-i5-10210U-Processor/dp/B0924X94HK/ref=sr_1_24?dchild=1&keywords=laptops&qid=1635951899&sr=8-24
2020,Flagship HP 14 Chromebook Laptop Computer 14 HD SVA AntiGlare Display Intel Celeron N5000 QuadCore Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS Renewed ,2020 Flagship HP 14 Chromebook Laptop Computer 14 HD SVA AntiGlare Display Intel Celeron N5000 QuadCore Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS Renewed ,$169.50,4.6 out of 5 stars,"1,274",https://www.amazon.com/Flagship-HP-Chromebook-Anti-Glare-Processor/dp/B08PDTLK1Q/ref=sr_1_25?dchild=1&keywords=laptops&qid=1635951899&sr=8-25
Lenovo,Chromebook C330 2in1 Convertible Laptop 116Inch HD 1366 x 768 IPS Display MediaTek MT8173C Processor 4GB LPDDR3 64 GB eMMC Chrome OS 81HY0000US Blizzard White ,Lenovo Chromebook C330 2in1 Convertible Laptop 116Inch HD 1366 x 768 IPS Display MediaTek MT8173C Processor 4GB LPDDR3 64 GB eMMC Chrome OS 81HY0000US Blizzard White ,$179.99,4.5 out of 5 stars,"8,730",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0572463B6J7RFPFW3QG&url=%2FLenovo-Chromebook-Convertible-11-6-Inch-81HY0000US%2Fdp%2FB07GM2J11Q%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-27-spons%26psc%3D1&qualifier=1635951899&id=4866471349204980&widgetName=sp_mtf
Acer,Swift 5 Intel Evo Thin  Light Laptop 14 Full HD Touch Intel Core i71165G7 Intel Iris Xe Graphics 16GB LPDDR4X 1TB NVMe SSD WiFi 6 FPR Backlit KB Antimicrobial SF51455TA74EC ,Acer Swift 5 Intel Evo Thin  Light Laptop 14 Full HD Touch Intel Core i71165G7 Intel Iris Xe Graphics 16GB LPDDR4X 1TB NVMe SSD WiFi 6 FPR Backlit KB Antimicrobial SF51455TA74EC ,"$1,099.99",4.3 out of 5 stars,291,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00936097CF809PUO32L&url=%2FAcer-i7-1165G7-Graphics-Antimicrobial-SF514-55TA-74EC%2Fdp%2FB08JQKMFFB%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-28-spons%26psc%3D1&qualifier=1635951899&id=4866471349204980&widgetName=sp_mtf
Dell,Inspiron 15 3000 Business and Student Laptop 2021 Latest Model 156 HD Display Intel N4020 DualCore Processor 8GB RAM 256GB SSD Webcam HDMI Bluetooth WiFi Black Windows 10 ,Dell Inspiron 15 3000 Business and Student Laptop 2021 Latest Model 156 HD Display Intel N4020 DualCore Processor 8GB RAM 256GB SSD Webcam HDMI Bluetooth WiFi Black Windows 10 ,$439.00,4.3 out of 5 stars,"1,962",https://www.amazon.com/Dell-Inspiron-Dual-Core-Processor-Bluetooth/dp/B09DM1TWHF/ref=sr_1_29?dchild=1&keywords=laptops&qid=1635951899&sr=8-29
ASUS,ROG Zephyrus Duo SE 15 Gaming Laptop 156 300Hz IPS Type FHD Display NVIDIA GeForce RTX 3060 AMD Ryzen 9 5980HX 16GB DDR4 1TB PCIe SSD PerKey RGB Keyboard Windows 10 Home GX551QMES96 ,ASUS ROG Zephyrus Duo SE 15 Gaming Laptop 156 300Hz IPS Type FHD Display NVIDIA GeForce RTX 3060 AMD Ryzen 9 5980HX 16GB DDR4 1TB PCIe SSD PerKey RGB Keyboard Windows 10 Home GX551QMES96 ,"$2,299.99",4.6 out of 5 stars,68,https://www.amazon.com/ASUS-Zephyrus-Display-Keyboard-GX551QM-ES96/dp/B093VHSS89/ref=sr_1_30?dchild=1&keywords=laptops&qid=1635951899&sr=8-30
HP,Envy 13 Laptop Intel Core i71165G7 8 GB DDR4 RAM 256 GB SSD Storage 133inch FHD Touchscreen Display Windows 10 Home with Fingerprint Reader Camera Kill Switch 13ba1010nr 2020 Model ,HP Envy 13 Laptop Intel Core i71165G7 8 GB DDR4 RAM 256 GB SSD Storage 133inch FHD Touchscreen Display Windows 10 Home with Fingerprint Reader Camera Kill Switch 13ba1010nr 2020 Model ,$929.99,4.7 out of 5 stars,142,https://www.amazon.com/HP-i7-1165G7-Touchscreen-Fingerprint-13-ba1010nr/dp/B08K1LBXJL/ref=sr_1_31?dchild=1&keywords=laptops&qid=1635951899&sr=8-31
2020,Lenovo IdeaPad 3 17 Laptop AMD Ryzen 7 3700U Webcam Fingerprint Reader Numeric Keypad Bluetooth HDMI AMD Radeon Vega 10 Graphics Windows 10 Platinum Grey 12GB128GB SSD1TB HDD ,2020 Lenovo IdeaPad 3 17 Laptop AMD Ryzen 7 3700U Webcam Fingerprint Reader Numeric Keypad Bluetooth HDMI AMD Radeon Vega 10 Graphics Windows 10 Platinum Grey 12GB128GB SSD1TB HDD ,$709.00,4.3 out of 5 stars,119,https://www.amazon.com/Lenovo-IdeaPad-Fingerprint-Bluetooth-Graphics/dp/B08KFMFWZK/ref=sr_1_32?dchild=1&keywords=laptops&qid=1635951899&sr=8-32
2021,Newest Dell Inspiron 15 3000 Business Laptop 156 Full HD Touchscreen AMD Ryzen 5 3450U 16GB DDR4 RAM 1TB SSD Webcam WiFi HDMI Windows 10 Pro Black ,2021 Newest Dell Inspiron 15 3000 Business Laptop 156 Full HD Touchscreen AMD Ryzen 5 3450U 16GB DDR4 RAM 1TB SSD Webcam WiFi HDMI Windows 10 Pro Black ,$789.00,3.8 out of 5 stars,4,https://www.amazon.com/Dell-Inspiron-Business-Touchscreen-Windows/dp/B09DCCMG48/ref=sr_1_33?dchild=1&keywords=laptops&qid=1635951899&sr=8-33
2020,Lenovo Yoga C740 14 FHD IPS Touchscreen Premium 2in1 Laptop 10th Gen Intel Quad Core i510210U 8GB RAM 512GB PCIe SSD Backlit Keyboard Fingerprint Reader Windows 10 Aluminum Chassis ,2020 Lenovo Yoga C740 14 FHD IPS Touchscreen Premium 2in1 Laptop 10th Gen Intel Quad Core i510210U 8GB RAM 512GB PCIe SSD Backlit Keyboard Fingerprint Reader Windows 10 Aluminum Chassis ,$705.00,4.3 out of 5 stars,63,https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Keyboard-Fingerprint/dp/B08BP1KKHB/ref=sr_1_35?dchild=1&keywords=laptops&qid=1635951899&sr=8-35
2020,Lenovo IdeaPad Laptop ComputerAMD A69220e 16GHz 4GB Memory 64GB eMMC Flash Memory 14 AMD Radeon R4 AC WiFi Microsoft Office 365 Platinum Gray Windows 10 Home ,2020 Lenovo IdeaPad Laptop ComputerAMD A69220e 16GHz 4GB Memory 64GB eMMC Flash Memory 14 AMD Radeon R4 AC WiFi Microsoft Office 365 Platinum Gray Windows 10 Home ,$319.00,4.0 out of 5 stars,"2,735",https://www.amazon.com/Lenovo-IdeaPad-ComputerAMD-A6-9220e-Microsoft/dp/B081GMHQLR/ref=sr_1_36?dchild=1&keywords=laptops&qid=1635951899&sr=8-36
HP,Flagship 14 Touchscreen Chromebook Intel Dualcore Processor Up to 280GHz 4GB Memory 128GB eMMC SSD Webcam Chrome OS Renewed ,HP Flagship 14 Touchscreen Chromebook Intel Dualcore Processor Up to 280GHz 4GB Memory 128GB eMMC SSD Webcam Chrome OS Renewed ,$269.99,4.7 out of 5 stars,21,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0261378FPU0S6KJ1K5J&url=%2FHP-Touchscreen-Chromebook-Dual-core-Processor%2Fdp%2FB09DQX769N%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-37-spons%26psc%3D1%26smid%3DA1EJVA81XTOFAF&qualifier=1635951899&id=4866471349204980&widgetName=sp_btf
LG,Gram 17Z90P Laptop 17 IPS UltraLightweight 2560 x 1600 Intel Evo 11th gen Core i7  16GB RAM 2TB SSD Upgradeable Windows 10 Home Alexa Builtin 2X USBC HDMI USBA  Black ,LG Gram 17Z90P Laptop 17 IPS UltraLightweight 2560 x 1600 Intel Evo 11th gen Core i7  16GB RAM 2TB SSD Upgradeable Windows 10 Home Alexa Builtin 2X USBC HDMI USBA  Black ,"$1,596.99",4.4 out of 5 stars,138,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A03114452BPPMCKV2PUIN&url=%2FLG-Laptop-Ultra-Lightweight-Ultra-Portable-Battery%2Fdp%2FB08YDLCXR4%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1635951899%26sr%3D8-38-spons%26psc%3D1&qualifier=1635951899&id=4866471349204980&widgetName=sp_btf
